lemma,asp,def
обрезать,совершенный,"Отреза'ть/отре'зать или среза'ть/сре'зать ножницами, секатором, пилой что-либо излишне длинное (волосы, ногти, ветки и т.п)."
обстригать,несовершенный,"Отреза'ть/отре'зать или среза'ть/сре'зать ножницами, секатором, пилой что-либо излишне длинное (волосы, ногти, ветки и т.п)."
обстричь,совершенный,"Отреза'ть/отре'зать или среза'ть/сре'зать ножницами, секатором, пилой что-либо излишне длинное (волосы, ногти, ветки и т.п)."
срезать,несовершенный,"Отреза'ть/отре'зать или среза'ть/сре'зать ножницами, секатором, пилой что-либо излишне длинное (волосы, ногти, ветки и т.п)."
срезать,совершенный,"Отреза'ть/отре'зать или среза'ть/сре'зать ножницами, секатором, пилой что-либо излишне длинное (волосы, ногти, ветки и т.п)."
отделывать,несовершенный,"Проводить/провести окончательную работу с поверхностью, помещением, строением, придавая законченный вид, нанося декоративные покрытия, снабжая украшениями и т.п."
отделать,совершенный,"Проводить/провести окончательную работу с поверхностью, помещением, строением, придавая законченный вид, нанося декоративные покрытия, снабжая украшениями и т.п."
обрабатывать,несовершенный,"Проводить/провести окончательную работу с поверхностью, помещением, строением, придавая законченный вид, нанося декоративные покрытия, снабжая украшениями и т.п."
обработать,совершенный,"Проводить/провести окончательную работу с поверхностью, помещением, строением, придавая законченный вид, нанося декоративные покрытия, снабжая украшениями и т.п."
отрабатывать,несовершенный,"Проводить/провести окончательную работу с поверхностью, помещением, строением, придавая законченный вид, нанося декоративные покрытия, снабжая украшениями и т.п."
отработать,совершенный,"Проводить/провести окончательную работу с поверхностью, помещением, строением, придавая законченный вид, нанося декоративные покрытия, снабжая украшениями и т.п."
отшлифовывать,несовершенный,"Проводить/провести окончательную работу с поверхностью, помещением, строением, придавая законченный вид, нанося декоративные покрытия, снабжая украшениями и т.п."
отшлифовать,совершенный,"Проводить/провести окончательную работу с поверхностью, помещением, строением, придавая законченный вид, нанося декоративные покрытия, снабжая украшениями и т.п."
подстригать,несовершенный,"Отреза'ть/отре'зать ножницами, секатором, пилой излишне длинные части чего-либо (воло'с, ногтей, веток и т.п)."
подстричь,совершенный,"Отреза'ть/отре'зать ножницами, секатором, пилой излишне длинные части чего-либо (воло'с, ногтей, веток и т.п)."
подрезать,несовершенный,"Отреза'ть/отре'зать ножницами, секатором, пилой излишне длинные части чего-либо (воло'с, ногтей, веток и т.п)."
подрезать,совершенный,"Отреза'ть/отре'зать ножницами, секатором, пилой излишне длинные части чего-либо (воло'с, ногтей, веток и т.п)."
точить,несовершенный,"Обрабатывать/обработать что-либо режущее, рубящее (нож, топор, косу и т.п.)."
заострять,несовершенный,"Обрабатывать/обработать что-либо режущее, рубящее (нож, топор, косу и т.п.)."
заострить,совершенный,"Обрабатывать/обработать что-либо режущее, рубящее (нож, топор, косу и т.п.)."
затачивать,несовершенный,"Обрабатывать/обработать что-либо режущее, рубящее (нож, топор, косу и т.п.)."
заточить,совершенный,"Обрабатывать/обработать что-либо режущее, рубящее (нож, топор, косу и т.п.)."
натачивать,несовершенный,"Обрабатывать/обработать что-либо режущее, рубящее (нож, топор, косу и т.п.)."
наточить,совершенный,"Обрабатывать/обработать что-либо режущее, рубящее (нож, топор, косу и т.п.)."
острить,несовершенный,"Обрабатывать/обработать что-либо режущее, рубящее (нож, топор, косу и т.п.)."
оттачивать,несовершенный,"Обрабатывать/обработать что-либо режущее, рубящее (нож, топор, косу и т.п.)."
отточить,совершенный,"Обрабатывать/обработать что-либо режущее, рубящее (нож, топор, косу и т.п.)."
направлять,несовершенный,"Обрабатывать/обработать что-либо режущее, рубящее (нож, топор, косу и т.п.)."
править,несовершенный,"Обрабатывать/обработать что-либо режущее, рубящее (нож, топор, косу и т.п.)."
точить,несовершенный,"Заострять/заострить карандаш, освобождая грифель, делая пригодным для письма, рисования."
очинивать,несовершенный,"Заострять/заострить карандаш, освобождая грифель, делая пригодным для письма, рисования."
очинить,совершенный,"Заострять/заострить карандаш, освобождая грифель, делая пригодным для письма, рисования."
очинять,несовершенный,"Заострять/заострить карандаш, освобождая грифель, делая пригодным для письма, рисования."
очинить,совершенный,"Заострять/заострить карандаш, освобождая грифель, делая пригодным для письма, рисования."
чинить,несовершенный,"Заострять/заострить карандаш, освобождая грифель, делая пригодным для письма, рисования."
зачинивать,несовершенный,"Заострять/заострить карандаш, освобождая грифель, делая пригодным для письма, рисования."
зачинить,совершенный,"Заострять/заострить карандаш, освобождая грифель, делая пригодным для письма, рисования."
трамбовать,несовершенный,"Ударами, давлением, частой ездой, ходьбой уплотнять/уплотнить поверхность чего-либо."
утрамбовать,совершенный,"Ударами, давлением, частой ездой, ходьбой уплотнять/уплотнить поверхность чего-либо."
укатывать,несовершенный,"Ударами, давлением, частой ездой, ходьбой уплотнять/уплотнить поверхность чего-либо."
укатать,совершенный,"Ударами, давлением, частой ездой, ходьбой уплотнять/уплотнить поверхность чего-либо."
утрамбовывать,несовершенный,"Ударами, давлением, частой ездой, ходьбой уплотнять/уплотнить поверхность чего-либо."
утрамбовать,совершенный,"Ударами, давлением, частой ездой, ходьбой уплотнять/уплотнить поверхность чего-либо."
чистить,несовершенный,"Удаляя пыль, грязь, примеси и т.п."
вычищать,несовершенный,"Удаляя пыль, грязь, примеси и т.п."
вычистить,совершенный,"Удаляя пыль, грязь, примеси и т.п."
отчищать,несовершенный,"Удаляя пыль, грязь, примеси и т.п."
отчистить,совершенный,"Удаляя пыль, грязь, примеси и т.п."
очищать,несовершенный,"Удаляя пыль, грязь, примеси и т.п."
очистить,совершенный,"Удаляя пыль, грязь, примеси и т.п."
бить,несовершенный,"Ударять кого-либо движущегося сквозь заросли (о ветвях, стеблях и т.п.)."
стегать,несовершенный,"Ударять кого-либо движущегося сквозь заросли (о ветвях, стеблях и т.п.)."
хлестать,несовершенный,"Ударять кого-либо движущегося сквозь заросли (о ветвях, стеблях и т.п.)."
бить,несовершенный,"Ударять по чему-либо сильно, с разлёту (о дожде, ветре)."
стегать,несовершенный,"Ударять по чему-либо сильно, с разлёту (о дожде, ветре)."
хлестать,несовершенный,"Ударять по чему-либо сильно, с разлёту (о дожде, ветре)."
бить,несовершенный,"Ь <emphasis>что во что </emphasis>, вкола'чивать/вколоти'ть <emphasis>что во что </emphasis>, забива'ть/заби'ть <emphasis>что во что </emphasis>, закола'чивать/заколоти'ть <emphasis>что во что </emphasis>, <emphasis>разг."
стучать,несовершенный,"Ь <emphasis>что во что </emphasis>, вкола'чивать/вколоти'ть <emphasis>что во что </emphasis>, забива'ть/заби'ть <emphasis>что во что </emphasis>, закола'чивать/заколоти'ть <emphasis>что во что </emphasis>, <emphasis>разг."
колотить,несовершенный,"Ь <emphasis>что во что </emphasis>, вкола'чивать/вколоти'ть <emphasis>что во что </emphasis>, забива'ть/заби'ть <emphasis>что во что </emphasis>, закола'чивать/заколоти'ть <emphasis>что во что </emphasis>, <emphasis>разг."
наносить,несовершенный,"Ь <emphasis>что во что </emphasis>, вкола'чивать/вколоти'ть <emphasis>что во что </emphasis>, забива'ть/заби'ть <emphasis>что во что </emphasis>, закола'чивать/заколоти'ть <emphasis>что во что </emphasis>, <emphasis>разг."
нанести один за другим непрерывно,совершенный,"Ь <emphasis>что во что </emphasis>, вкола'чивать/вколоти'ть <emphasis>что во что </emphasis>, забива'ть/заби'ть <emphasis>что во что </emphasis>, закола'чивать/заколоти'ть <emphasis>что во что </emphasis>, <emphasis>разг."
вбивать,несовершенный,"Ь <emphasis>что во что </emphasis>, вкола'чивать/вколоти'ть <emphasis>что во что </emphasis>, забива'ть/заби'ть <emphasis>что во что </emphasis>, закола'чивать/заколоти'ть <emphasis>что во что </emphasis>, <emphasis>разг."
вбит,совершенный,"Ь <emphasis>что во что </emphasis>, вкола'чивать/вколоти'ть <emphasis>что во что </emphasis>, забива'ть/заби'ть <emphasis>что во что </emphasis>, закола'чивать/заколоти'ть <emphasis>что во что </emphasis>, <emphasis>разг."
вдавливать,несовершенный,"Оказывать/оказать на кого-, что-либо воздействие своим весом, тяжестью, тесно прижимая к чему-либо, вводя внутрь чего-либо."
вдавить,совершенный,"Оказывать/оказать на кого-, что-либо воздействие своим весом, тяжестью, тесно прижимая к чему-либо, вводя внутрь чего-либо."
вжимать,несовершенный,"Оказывать/оказать на кого-, что-либо воздействие своим весом, тяжестью, тесно прижимая к чему-либо, вводя внутрь чего-либо."
вжать,совершенный,"Оказывать/оказать на кого-, что-либо воздействие своим весом, тяжестью, тесно прижимая к чему-либо, вводя внутрь чего-либо."
вминать,несовершенный,"Оказывать/оказать на кого-, что-либо воздействие своим весом, тяжестью, тесно прижимая к чему-либо, вводя внутрь чего-либо."
вмять,совершенный,"Оказывать/оказать на кого-, что-либо воздействие своим весом, тяжестью, тесно прижимая к чему-либо, вводя внутрь чего-либо."
выбивать,несовершенный,"Резкими ударами или толчками заставлять/заставить что-либо выйти, выпасть откуда-либо."
выбить,совершенный,"Резкими ударами или толчками заставлять/заставить что-либо выйти, выпасть откуда-либо."
выколачивать,несовершенный,"Резкими ударами или толчками заставлять/заставить что-либо выйти, выпасть откуда-либо."
выколотить,совершенный,"Резкими ударами или толчками заставлять/заставить что-либо выйти, выпасть откуда-либо."
вышибать,несовершенный,"Резкими ударами или толчками заставлять/заставить что-либо выйти, выпасть откуда-либо."
вышибить,совершенный,"Резкими ударами или толчками заставлять/заставить что-либо выйти, выпасть откуда-либо."
выстукивать,несовершенный,"Ударяя по чему-либо, производить/произвести частые отрывистые звуки, передавать/передать ритм чего-либо."
выстукать,совершенный,"Ударяя по чему-либо, производить/произвести частые отрывистые звуки, передавать/передать ритм чего-либо."
выбивать,несовершенный,"Ударяя по чему-либо, производить/произвести частые отрывистые звуки, передавать/передать ритм чего-либо."
выбить,совершенный,"Ударяя по чему-либо, производить/произвести частые отрывистые звуки, передавать/передать ритм чего-либо."
отбивать,несовершенный,"Ударяя по чему-либо, производить/произвести частые отрывистые звуки, передавать/передать ритм чего-либо."
отбить,совершенный,"Ударяя по чему-либо, производить/произвести частые отрывистые звуки, передавать/передать ритм чего-либо."
отстукивать,несовершенный,"Ударяя по чему-либо, производить/произвести частые отрывистые звуки, передавать/передать ритм чего-либо."
отстукать,совершенный,"Ударяя по чему-либо, производить/произвести частые отрывистые звуки, передавать/передать ритм чего-либо."
давить,несовершенный,"Оказывать/оказать на кого-, что-либо воздействие своим весом, тяжестью, сминая, нарушая структуру или сдвигая с места."
жать,несовершенный,"Оказывать/оказать на кого-, что-либо воздействие своим весом, тяжестью, сминая, нарушая структуру или сдвигая с места."
надавливать,несовершенный,"Оказывать/оказать на кого-, что-либо воздействие своим весом, тяжестью, сминая, нарушая структуру или сдвигая с места."
надавить,совершенный,"Оказывать/оказать на кого-, что-либо воздействие своим весом, тяжестью, сминая, нарушая структуру или сдвигая с места."
нажимать,несовершенный,"Оказывать/оказать на кого-, что-либо воздействие своим весом, тяжестью, сминая, нарушая структуру или сдвигая с места."
нажать,совершенный,"Оказывать/оказать на кого-, что-либо воздействие своим весом, тяжестью, сминая, нарушая структуру или сдвигая с места."
напирать,несовершенный,"Оказывать/оказать на кого-, что-либо воздействие своим весом, тяжестью, сминая, нарушая структуру или сдвигая с места."
напереть,совершенный,"Оказывать/оказать на кого-, что-либо воздействие своим весом, тяжестью, сминая, нарушая структуру или сдвигая с места."
налегать,несовершенный,"Оказывать/оказать на кого-, что-либо воздействие своим весом, тяжестью, сминая, нарушая структуру или сдвигая с места."
налечь,совершенный,"Оказывать/оказать на кого-, что-либо воздействие своим весом, тяжестью, сминая, нарушая структуру или сдвигая с места."
пинать,несовершенный,"Толкать кого-, что-либо, наносить/нанести удары кому-либо ногой, ногами."
брыкать,несовершенный,"Толкать кого-, что-либо, наносить/нанести удары кому-либо ногой, ногами."
брыкаться,несовершенный,"Толкать кого-, что-либо, наносить/нанести удары кому-либо ногой, ногами."
лягать,несовершенный,"Толкать кого-, что-либо, наносить/нанести удары кому-либо ногой, ногами."
лягаться,несовершенный,"Толкать кого-, что-либо, наносить/нанести удары кому-либо ногой, ногами."
пинаться,несовершенный,"Толкать кого-, что-либо, наносить/нанести удары кому-либо ногой, ногами."
прибивать,несовершенный,"Ударами молотка (или другого инструмента) прикреплять/прикрепить, приколачивать/приколотить гвоздями что-либо к какой-либо поверхности."
прибить,совершенный,"Ударами молотка (или другого инструмента) прикреплять/прикрепить, приколачивать/приколотить гвоздями что-либо к какой-либо поверхности."
пригвождать,несовершенный,"Ударами молотка (или другого инструмента) прикреплять/прикрепить, приколачивать/приколотить гвоздями что-либо к какой-либо поверхности."
пригвоздить,совершенный,"Ударами молотка (или другого инструмента) прикреплять/прикрепить, приколачивать/приколотить гвоздями что-либо к какой-либо поверхности."
приколачивать,несовершенный,"Ударами молотка (или другого инструмента) прикреплять/прикрепить, приколачивать/приколотить гвоздями что-либо к какой-либо поверхности."
приколотить,совершенный,"Ударами молотка (или другого инструмента) прикреплять/прикрепить, приколачивать/приколотить гвоздями что-либо к какой-либо поверхности."
пришивать,несовершенный,"Ударами молотка (или другого инструмента) прикреплять/прикрепить, приколачивать/приколотить гвоздями что-либо к какой-либо поверхности."
пришить,совершенный,"Ударами молотка (или другого инструмента) прикреплять/прикрепить, приколачивать/приколотить гвоздями что-либо к какой-либо поверхности."
прижимать,несовершенный,"Оказывать/оказать на кого-, что-либо воздействие своим весом, тяжестью, плотно приближая к чему-либо."
прижать,совершенный,"Оказывать/оказать на кого-, что-либо воздействие своим весом, тяжестью, плотно приближая к чему-либо."
придавливать,несовершенный,"Оказывать/оказать на кого-, что-либо воздействие своим весом, тяжестью, плотно приближая к чему-либо."
придавить,совершенный,"Оказывать/оказать на кого-, что-либо воздействие своим весом, тяжестью, плотно приближая к чему-либо."
припирать,несовершенный,"Оказывать/оказать на кого-, что-либо воздействие своим весом, тяжестью, плотно приближая к чему-либо."
припереть,совершенный,"Оказывать/оказать на кого-, что-либо воздействие своим весом, тяжестью, плотно приближая к чему-либо."
притискивать,несовершенный,"Оказывать/оказать на кого-, что-либо воздействие своим весом, тяжестью, плотно приближая к чему-либо."
притиснуть,совершенный,"Оказывать/оказать на кого-, что-либо воздействие своим весом, тяжестью, плотно приближая к чему-либо."
рубить,несовершенный,Резкими ударами топо.
валить,несовершенный,Резкими ударами топо.
повалить,несовершенный,Резкими ударами топо.
сваливать,несовершенный,Резкими ударами топо.
свалить,совершенный,Резкими ударами топо.
срубать,несовершенный,Резкими ударами топо.
срубить,совершенный,Резкими ударами топо.
вырубать,несовершенный,Резкими ударами топо.
вырубить,совершенный,Резкими ударами топо.
стучать,несовершенный,Ударять в дверь или окно и т.п.
колотить,несовершенный,Ударять в дверь или окно и т.п.
стучаться,несовершенный,Ударять в дверь или окно и т.п.
барабанить,несовершенный,Ударять в дверь или окно и т.п.
стягивать,несовершенный,"Натягивать/натянуть что-либо (ремень, верёвку и т.п.)."
стянуть,совершенный,"Натягивать/натянуть что-либо (ремень, верёвку и т.п.)."
затягивать,несовершенный,"Натягивать/натянуть что-либо (ремень, верёвку и т.п.)."
затянуть,совершенный,"Натягивать/натянуть что-либо (ремень, верёвку и т.п.)."
ударять,несовершенный,"С размаху наносить/нанести удар (резкий, сильный толчок) по чему-либо."
ударить,совершенный,"С размаху наносить/нанести удар (резкий, сильный толчок) по чему-либо."
стукать,несовершенный,"С размаху наносить/нанести удар (резкий, сильный толчок) по чему-либо."
стукнуть,совершенный,"С размаху наносить/нанести удар (резкий, сильный толчок) по чему-либо."
трахать,несовершенный,"С размаху наносить/нанести удар (резкий, сильный толчок) по чему-либо."
трахнуть,совершенный,"С размаху наносить/нанести удар (резкий, сильный толчок) по чему-либо."
абстрагироваться,несовершенный,"Мысленно оставлять/оставить в стороне, намеренно не принимать/не принять во внимание несущественные стороны, свойства или связи предмета или явления с целью выделения их существенных и закономерных признаков."
отвлекаться,несовершенный,"Мысленно оставлять/оставить в стороне, намеренно не принимать/не принять во внимание несущественные стороны, свойства или связи предмета или явления с целью выделения их существенных и закономерных признаков."
отвлечься,совершенный,"Мысленно оставлять/оставить в стороне, намеренно не принимать/не принять во внимание несущественные стороны, свойства или связи предмета или явления с целью выделения их существенных и закономерных признаков."
выводить,несовершенный,"Осуществлять/осуществить процесс перехода от общих положений, законов и т.п."
вывести,совершенный,"Осуществлять/осуществить процесс перехода от общих положений, законов и т.п."
заключать,несовершенный,"Осуществлять/осуществить процесс перехода от общих положений, законов и т.п."
заключить,совершенный,"Осуществлять/осуществить процесс перехода от общих положений, законов и т.п."
умозаключать,несовершенный,"Осуществлять/осуществить процесс перехода от общих положений, законов и т.п."
умозаключить,совершенный,"Осуществлять/осуществить процесс перехода от общих положений, законов и т.п."
классифицировать,несовершенный,"Распределять внутренне соподчинённые предметы, явления, понятия какой-либо области по классам, разрядам и т.п."
систематизировать,двувидовой,"Распределять внутренне соподчинённые предметы, явления, понятия какой-либо области по классам, разрядам и т.п."
типологизировать,двувидовой,"Распределять внутренне соподчинённые предметы, явления, понятия какой-либо области по классам, разрядам и т.п."
изучать,несовершенный,В процессе обучения или самостоятельно приобретать/приобрести систематические знания в какой-либо области.
изучить,совершенный,В процессе обучения или самостоятельно приобретать/приобрести систематические знания в какой-либо области.
обучаться,несовершенный,В процессе обучения или самостоятельно приобретать/приобрести систематические знания в какой-либо области.
обучиться,совершенный,В процессе обучения или самостоятельно приобретать/приобрести систематические знания в какой-либо области.
овладевать,несовершенный,В процессе обучения или самостоятельно приобретать/приобрести систематические знания в какой-либо области.
овладеть,совершенный,В процессе обучения или самостоятельно приобретать/приобрести систематические знания в какой-либо области.
осваивать,несовершенный,В процессе обучения или самостоятельно приобретать/приобрести систематические знания в какой-либо области.
освоить,совершенный,В процессе обучения или самостоятельно приобретать/приобрести систематические знания в какой-либо области.
усваивать,несовершенный,В процессе обучения или самостоятельно приобретать/приобрести систематические знания в какой-либо области.
усвоить,совершенный,В процессе обучения или самостоятельно приобретать/приобрести систематические знания в какой-либо области.
учиться,несовершенный,В процессе обучения или самостоятельно приобретать/приобрести систематические знания в какой-либо области.
выучиться,совершенный,В процессе обучения или самостоятельно приобретать/приобрести систематические знания в какой-либо области.
научиться,совершенный,В процессе обучения или самостоятельно приобретать/приобрести систематические знания в какой-либо области.
постигать,несовершенный,В процессе обучения или самостоятельно приобретать/приобрести систематические знания в какой-либо области.
постичь,совершенный,В процессе обучения или самостоятельно приобретать/приобрести систематические знания в какой-либо области.
постигнуть,совершенный,В процессе обучения или самостоятельно приобретать/приобрести систематические знания в какой-либо области.
штудировать,несовершенный,В процессе обучения или самостоятельно приобретать/приобрести систематические знания в какой-либо области.
проштудировать,совершенный,В процессе обучения или самостоятельно приобретать/приобрести систематические знания в какой-либо области.
одолевать,несовершенный,В процессе обучения или самостоятельно приобретать/приобрести систематические знания в какой-либо области.
одолеть,совершенный,В процессе обучения или самостоятельно приобретать/приобрести систематические знания в какой-либо области.
прорабатывать,несовершенный,В процессе обучения или самостоятельно приобретать/приобрести систематические знания в какой-либо области.
проработать,совершенный,В процессе обучения или самостоятельно приобретать/приобрести систематические знания в какой-либо области.
проходить,несовершенный,В процессе обучения или самостоятельно приобретать/приобрести систематические знания в какой-либо области.
пройти,совершенный,В процессе обучения или самостоятельно приобретать/приобрести систематические знания в какой-либо области.
учить,несовершенный,В процессе обучения или самостоятельно приобретать/приобрести систематические знания в какой-либо области.
выучить,совершенный,В процессе обучения или самостоятельно приобретать/приобрести систематические знания в какой-либо области.
отчислять,несовершенный,"Выводить/вывести кого-либо из состава учащихся какого-либо учебного заведения по каким-либо причинам: неуспеваемости, непосещаемости и т.п."
отчислить,совершенный,"Выводить/вывести кого-либо из состава учащихся какого-либо учебного заведения по каким-либо причинам: неуспеваемости, непосещаемости и т.п."
исключать,несовершенный,"Выводить/вывести кого-либо из состава учащихся какого-либо учебного заведения по каким-либо причинам: неуспеваемости, непосещаемости и т.п."
исключить,совершенный,"Выводить/вывести кого-либо из состава учащихся какого-либо учебного заведения по каким-либо причинам: неуспеваемости, непосещаемости и т.п."
поступать,несовершенный,Включаться/включиться в состав учащихся какого-либо учебного заведения.
поступить,совершенный,Включаться/включиться в состав учащихся какого-либо учебного заведения.
зачисляться,несовершенный,Включаться/включиться в состав учащихся какого-либо учебного заведения.
зачислиться,совершенный,Включаться/включиться в состав учащихся какого-либо учебного заведения.
преподавать,несовершенный,"Заниматься педагогической деятельностью, работать преподавателем."
репетиторствовать,несовершенный,"Заниматься педагогической деятельностью, работать преподавателем."
учительствовать,несовершенный,"Заниматься педагогической деятельностью, работать преподавателем."
читать,несовершенный,"Заниматься педагогической деятельностью, работать преподавателем."
принимать,несовершенный,Включать/включить кого-либо в состав учащихся какого-либо учебного заведения.
принять,совершенный,Включать/включить кого-либо в состав учащихся какого-либо учебного заведения.
набирать,несовершенный,Включать/включить кого-либо в состав учащихся какого-либо учебного заведения.
набрать,совершенный,Включать/включить кого-либо в состав учащихся какого-либо учебного заведения.
зачислять,несовершенный,Включать/включить кого-либо в состав учащихся какого-либо учебного заведения.
зачислить,совершенный,Включать/включить кого-либо в состав учащихся какого-либо учебного заведения.
учить,несовершенный,"Обучаясь, работая над чем-либо, усваивать/усвоить какой-либо учебный материал (заданную работу, урок и т.п.)."
выучить,совершенный,"Обучаясь, работая над чем-либо, усваивать/усвоить какой-либо учебный материал (заданную работу, урок и т.п.)."
выполнять,несовершенный,"Обучаясь, работая над чем-либо, усваивать/усвоить какой-либо учебный материал (заданную работу, урок и т.п.)."
выполнить,совершенный,"Обучаясь, работая над чем-либо, усваивать/усвоить какой-либо учебный материал (заданную работу, урок и т.п.)."
выучивать,несовершенный,"Обучаясь, работая над чем-либо, усваивать/усвоить какой-либо учебный материал (заданную работу, урок и т.п.)."
выучить,совершенный,"Обучаясь, работая над чем-либо, усваивать/усвоить какой-либо учебный материал (заданную работу, урок и т.п.)."
готовить,несовершенный,"Обучаясь, работая над чем-либо, усваивать/усвоить какой-либо учебный материал (заданную работу, урок и т.п.)."
приготовить,совершенный,"Обучаясь, работая над чем-либо, усваивать/усвоить какой-либо учебный материал (заданную работу, урок и т.п.)."
делать,несовершенный,"Обучаясь, работая над чем-либо, усваивать/усвоить какой-либо учебный материал (заданную работу, урок и т.п.)."
